url,mmyy,stamp,length,table
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-december-2009.html,DECEMBER_2009,2009-12-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td width=""58""><b>Employment-<br>\n Based</b></td>\n<td width=""65""><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td width=""64""><b>CHINA- <br>\n mainland born</b></td>\n<td width=""64""><b>INDIA</b></td>\n<td width=""66""><b>MEXICO</b></td>\n<td width=""69""><b>PHILIPPINES</b></td>\n</tr><tr><td>1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td>C</td>\n<td>01APR05</td>\n<td>22JAN05\xa0</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>3rd</td>\n<td>01JUN02</td>\n<td>01JUN02</td>\n<td>01MAY01</td>\n<td>01JUN02</td>\n<td>01JUN02</td>\n</tr><tr><td>Other Workers</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01MAY01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n</tr><tr><td>4th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted Employment Areas/<br>\nRegional Centers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-january-2010.html,JANUARY_2010,2010-01-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td width=""58""><b>Employment-Based</b></td>\n<td width=""65""><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td width=""64""><b>CHINA- <br>\n mainland born</b></td>\n<td width=""64""><b>INDIA</b></td>\n<td width=""66""><b>MEXICO</b></td>\n<td width=""69""><b>PHILIPPINES</b></td>\n</tr><tr><td>1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td>C</td>\n<td>01MAY05</td>\n<td>22JAN05\xa0</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>3rd</td>\n<td>01AUG02</td>\n<td>01AUG02</td>\n<td>22JUN01</td>\n<td>01JUL02</td>\n<td>01AUG02</td>\n</tr><tr><td>Other Workers</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n</tr><tr><td>4th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted\xa0Employment Areas/<br>\nRegional Centers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-february-2010.html,FEBRUARY_2010,2010-02-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td width=""58""><b>Employment-Based</b></td>\n<td width=""65""><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td width=""64""><b>CHINA- <br>\n mainland born</b></td>\n<td width=""64""><b>INDIA</b></td>\n<td width=""66""><b>MEXICO</b></td>\n<td width=""69""><b>PHILIPPINES</b></td>\n</tr><tr><td>1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td>C</td>\n<td>22MAY05</td>\n<td>22JAN05\xa0</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>3rd</td>\n<td>22SEP02</td>\n<td>22SEP02</td>\n<td>22JUN01</td>\n<td>01JUL02</td>\n<td>22SEP02</td>\n</tr><tr><td>Other Workers</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n</tr><tr><td>4th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted Employment Areas/<br>\nRegional Centers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-march-2010.html,MARCH_2010,2010-03-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td width=""58""><b>Employment-<br>\n Based</b></td>\n<td width=""65""><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td width=""64""><b>CHINA- <br>\n mainland born</b></td>\n<td width=""64""><b>INDIA</b></td>\n<td width=""66""><b>MEXICO</b></td>\n<td width=""69""><b>PHILIPPINES</b></td>\n</tr><tr><td>1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td>C</td>\n<td>08JUL05</td>\n<td>01FEB05</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>3rd</td>\n<td>15DEC02</td>\n<td>15DEC02</td>\n<td>01JUL01</td>\n<td>01JUL02</td>\n<td>15DEC02</td>\n</tr><tr><td>Other Workers</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n</tr><tr><td>4th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted Employment Areas/<br>\nRegional Centers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-april-2010.html,APRIL_2010,2010-04-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td><b>Employment-<br>\n Based</b></td>\n<td><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td><b>CHINA- <br>\n mainland born</b></td>\n<td><b>INDIA</b></td>\n<td><b>MEXICO</b></td>\n<td><b>PHILIPPINES</b></td>\n</tr><tr><td>1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td>C</td>\n<td>22AUG05</td>\n<td>01FEB05</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>3rd</td>\n<td>01FEB03</td>\n<td>01FEB03</td>\n<td>08SEP01</td>\n<td>01JUL02</td>\n<td>01FEB03</td>\n</tr><tr><td>Other Workers</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n</tr><tr><td>4th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted\xa0Employment Areas/<br>\nRegional Centers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-may-2010.html,MAY_2010,2010-05-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td width=""145""><b>Employment-<br>\n Based</b></td>\n<td width=""97""><p><b>All<br>\n Chargeability<br>\n Areas Except<br>\n Those Listed</b></p>\n</td>\n<td width=""68""><b>CHINA-<br>\n mainland born</b></td>\n<td width=""71""><b>INDIA</b></td>\n<td width=""74""><b>MEXICO</b></td>\n<td width=""107""><b>PHILIPPINES</b></td>\n</tr><tr><td>1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td>C</td>\n<td>22SEP05</td>\n<td>01FEB05</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>3rd</td>\n<td>22APR03</td>\n<td>22APR03</td>\n<td>01OCT01</td>\n<td>U</td>\n<td>22APR03</td>\n</tr><tr><td>Other<br>\nWorkers</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>U</td>\n<td>01JUN01</td>\n</tr><tr><td>4th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted Employment Areas/<br>\nRegional Centers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-june-2010.html,JUNE_2010,2010-06-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td><b>Employment-<br>\n Based</b></td>\n<td><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td><b>CHINA- <br>\n mainland born</b></td>\n<td><b>DOMINICAN REPUBLIC</b></td>\n<td><b>INDIA</b></td>\n<td><b>MEXICO</b></td>\n<td><b>PHILIPPINES</b></td>\n</tr><tr><td>1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td>C</td>\n<td>22NOV05</td>\n<td>C</td>\n<td>01FEB05</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>3rd</td>\n<td>22JUN03</td>\n<td>22JUN03</td>\n<td>22JUN03</td>\n<td>22OCT01</td>\n<td>U</td>\n<td>22JUN03</td>\n</tr><tr><td>Other Workers</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>U</td>\n<td>01JUN01</td>\n</tr><tr><td>4th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted Employment Areas/ Regional Centers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-july-2010.html,JULY_2010,2010-07-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td><b>Employment-<br>\n Based</b></td>\n<td><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td><b>CHINA- <br>\n mainland born</b></td>\n<td><b>DOMINICAN REPUBLIC</b></td>\n<td><b>INDIA</b></td>\n<td><b>MEXICO</b></td>\n<td><b>PHILIPPINES</b></td>\n</tr><tr><td>1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td>C</td>\n<td>22NOV05</td>\n<td>C</td>\n<td>01OCT05</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>3rd</td>\n<td>15AUG03</td>\n<td>15AUG03</td>\n<td>15AUG03</td>\n<td>22NOV01</td>\n<td>U</td>\n<td>15AUG03</td>\n</tr><tr><td>Other Workers</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>01JUN01</td>\n<td>U</td>\n<td>01JUN01</td>\n</tr><tr><td>4th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted\xa0Employment Areas/<br>\nRegional Centers</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-august-2010.html,AUGUST_2010,2010-08-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td><b>Employment-<br>\n Based</b></td>\n<td><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td><b>CHINA- <br>\n mainland born</b></td>\n<td><b>DOMINICAN REPUBLIC</b></td>\n<td><b>INDIA</b></td>\n<td><b>MEXICO</b></td>\n<td><b>PHILIPPINES</b></td>\n</tr><tr><td height=""20"">1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td width=""71"" height=""20"">C</td>\n<td width=""71"">01MAR06</td>\n<td width=""71"">C</td>\n<td width=""64"">01MAR06</td>\n<td width=""64"">C</td>\n<td width=""71"">C</td>\n</tr><tr><td>3rd</td>\n<td height=""20"">01JUN04</td>\n<td>22SEP03</td>\n<td>01JUN04</td>\n<td>01JAN02</td>\n<td>U</td>\n<td>01JUN04</td>\n</tr><tr><td>Other Workers</td>\n<td height=""20"">15MAY02</td>\n<td>15MAY02</td>\n<td>15MAY02</td>\n<td>01JAN02</td>\n<td>U</td>\n<td>15MAY02</td>\n</tr><tr><td>4th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted\xa0Employment Areas/<br>\nRegional Centers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2010/visa-bulletin-for-september-2010.html,SEPTEMBER_2010,2010-09-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td><b>Employment-<br>\n Based</b></td>\n<td><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td><b>CHINA- <br>\n mainland born</b></td>\n<td><b>DOMINICAN REPUBLIC</b></td>\n<td><b>INDIA</b></td>\n<td><b>MEXICO</b></td>\n<td><b>PHILIPPINES</b></td>\n</tr><tr><td height=""20"">1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td width=""71"" height=""20"">C</td>\n<td width=""71"">08MAY06</td>\n<td width=""71"">C</td>\n<td width=""64"">08MAY06</td>\n<td width=""64"">C</td>\n<td width=""71"">C</td>\n</tr><tr><td>3rd</td>\n<td height=""20"">15DEC04</td>\n<td>22OCT03</td>\n<td>15DEC04</td>\n<td>01JAN02</td>\n<td>U</td>\n<td>15DEC04</td>\n</tr><tr><td>Other Workers</td>\n<td height=""20"">22MAR03</td>\n<td>22MAR03</td>\n<td>22MAR03</td>\n<td>01JAN02</td>\n<td>U</td>\n<td>22MAR03</td>\n</tr><tr><td>4th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted\xa0Employment Areas/<br>\nRegional Centers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2011/visa-bulletin-for-october-2010.html,OCTOBER_2010,2010-10-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td><b>Employment-<br>\n Based</b></td>\n<td><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td><b>CHINA- <br>\n mainland born</b></td>\n<td><b>INDIA</b></td>\n<td><b>MEXICO</b></td>\n<td><b>PHILIPPINES</b></td>\n</tr><tr><td height=""20"">1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td width=""71"" height=""20"">C</td>\n<td width=""71"">22MAY06</td>\n<td width=""64"">08MAY06</td>\n<td width=""64"">C</td>\n<td width=""71"">C</td>\n</tr><tr><td>3rd</td>\n<td height=""20"">08JAN05</td>\n<td>08NOV03</td>\n<td>15JAN02</td>\n<td>22APR01</td>\n<td>08JAN05</td>\n</tr><tr><td>Other Workers</td>\n<td height=""20"">22MAR03</td>\n<td>22MAR03</td>\n<td>15JAN02</td>\n<td>22APR01</td>\n<td>22MAR03</td>\n</tr><tr><td>4th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted\xa0Employment Areas/<br>\nRegional Centers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2011/visa-bulletin-for-november-2010.html,NOVEMBER_2010,2010-11-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td><b>Employment-<br>\n Based</b></td>\n<td><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td><b>CHINA- <br>\n mainland born</b></td>\n<td><b>INDIA</b></td>\n<td><b>MEXICO</b></td>\n<td><b>PHILIPPINES</b></td>\n</tr><tr><td height=""20"">1st</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td width=""71"" height=""20"">C</td>\n<td width=""71"">01JUN06</td>\n<td width=""64"">08MAY06</td>\n<td width=""64"">C</td>\n<td width=""71"">C</td>\n</tr><tr><td>3rd</td>\n<td height=""20"">22JAN05</td>\n<td>22NOV03</td>\n<td>22JAN02</td>\n<td>01MAY01</td>\n<td>22JAN05</td>\n</tr><tr><td>Other Workers</td>\n<td height=""20"">01APR03</td>\n<td>01APR03</td>\n<td>22JAN02</td>\n<td>01MAY01</td>\n<td>01APR03</td>\n</tr><tr><td>4th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted\xa0Employment Areas/<br>\nRegional Centers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2011/visa-bulletin-for-december-2010.html,DECEMBER_2010,2010-12-01,1,"['<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">\n<tbody><tr><td><b>Employment-<br>\n Based</b></td>\n<td><p><b>All <br>\n Chargeability <br>\n Areas Except <br>\n Those Listed</b></p>\n</td>\n<td><b>CHINA- <br>\n mainland born</b></td>\n<td><b>DOMINICAN REPUBLIC</b></td>\n<td><b>INDIA</b></td>\n<td><b>MEXICO</b></td>\n<td><b>PHILIPPINES</b></td>\n</tr><tr><td height=""20"">1st</td>\n<td>C</td>\n<td>C</td>\n<td>\xa0C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>2nd</td>\n<td width=""71"" height=""20"">C</td>\n<td width=""71"">08JUN06</td>\n<td width=""64"">C</td>\n<td width=""64"">08MAY06</td>\n<td width=""64"">C</td>\n<td width=""71"">C</td>\n</tr><tr><td>3rd</td>\n<td height=""20"">22FEB05</td>\n<td>08DEC03</td>\n<td>22FEB05</td>\n<td>22JAN02</td>\n<td>01JUL02</td>\n<td>22FEB05</td>\n</tr><tr><td>Other Workers</td>\n<td height=""20"">22APR03</td>\n<td>22APR03</td>\n<td>22APR03</td>\n<td>22JAN02</td>\n<td>01JUL02</td>\n<td>22APR03</td>\n</tr><tr><td>4th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>\xa0C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Certain Religious Workers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>\xa0C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>\xa0C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>Targeted Employment Areas/<br>\nRegional Centers</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>\xa0C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr><tr><td>5th Pilot Programs</td>\n<td height=""20"">C</td>\n<td>C</td>\n<td>\xa0C</td>\n<td>C</td>\n<td>C</td>\n<td>C</td>\n</tr></tbody></table>']"
