url,stamp,table
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2007/visa-bulletin-for-september-2007.html,2007-09-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""59""><b>Employment-<br>
 Based</b></td>
<td width=""64""><p><b>All Chargeability<br>
 Areas Except<br>
 Those Listed</b></p>
</td>
<td width=""55""><b>CHINA-<br>
 mainland born</b></td>
<td width=""46""><b>INDIA</b></td>
<td width=""62""><b>MEXICO</b></td>
<td width=""55""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
</tr><tr><td>2nd</td>
<td>01JAN07</td>
<td>01JAN06</td>
<td>01APR04</td>
<td>01JAN07</td>
<td>01JAN07</td>
</tr><tr><td>3rd</td>
<td>01AUG02</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>01AUG02</td>
</tr><tr><td>Other Workers</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
</tr><tr><td>4th</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
</tr><tr><td>Certain Religious Workers</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
</tr><tr><td>5th</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
</tr><tr><td>Targeted Employment Areas/Regional Centers</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
<td>01JAN07</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-october-2007.html,2007-10-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td width=""58""><b>Employment-<br>
Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01JAN06</td>
<td>01APR04</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01AUG02</td>
<td>01SEP01</td>
<td>22APR01</td>
<td>22APR01</td>
<td>01AUG02</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-november-2007.html,2007-11-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment<br>
 Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01JAN06</td>
<td>01APR04</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01AUG02</td>
<td>01SEP01</td>
<td>22APR01</td>
<td>22APR01</td>
<td>01AUG02</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-december-2007.html,2007-12-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td width=""58""><b>Employment<br>
 Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01JAN03 </td>
<td>01JAN02</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01SEP02 </td>
<td>15OCT01  </td>
<td>01MAY01</td>
<td>22APR01</td>
<td>01SEP02</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-january-2008.html,2008-01-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment<br>
 Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01JAN03 </td>
<td>01JAN00</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>15OCT02  </td>
<td>01NOV01</td>
<td>01MAY01</td>
<td>22APR01</td>
<td>15OCT02</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-february-2008.html,2008-02-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment-<br>
 Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01JAN03 </td>
<td>U</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01NOV02  </td>
<td>15NOV01</td>
<td>08MAY01</td>
<td>22APR01</td>
<td>01NOV02</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01OCT01</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-march-2008.html,2008-03-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment<br>
 Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01DEC03 </td>
<td>U</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01JAN05 </td>
<td>01DEC02</td>
<td>01AUG01</td>
<td>01MAY01</td>
<td>01JAN05</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01JAN02</td>
<td>01JAN02</td>
<td>01JAN02</td>
<td>01JAN02</td>
<td>01JAN02</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-april-2008.html,2008-04-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td width=""58""><b>Employment-Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01DEC03 </td>
<td>01DEC03</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01JUL05 </td>
<td>08FEB03</td>
<td>01OCT01</td>
<td>01OCT01</td>
<td>01JUL05</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01MAR02</td>
<td>01MAR02</td>
<td>01MAR02</td>
<td>01MAR02</td>
<td>01MAR02</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-may-2008.html,2008-05-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment-<br>
Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01JAN04 </td>
<td>01JAN04</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01MAR06</td>
<td>22MAR03</td>
<td>01NOV01</td>
<td>01JUL02</td>
<td>01MAR06</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-june-2008.html,2008-06-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment-Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01APR04 </td>
<td>01APR04 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01MAR06</td>
<td>22MAR03</td>
<td>01NOV01</td>
<td>01JUL02</td>
<td>01MAR06</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-july-2008.html,2008-07-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment-Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01APR04 </td>
<td>01APR04 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-august-2008.html,2008-08-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment-Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01JUN06 </td>
<td>01JUN06 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
</tr><tr><td>Other<br>
Workers</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2008/visa-bulletin-for-september-2008.html,2008-09-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td width=""58""><b>Employment-Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01AUG06 </td>
<td>01AUG06 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
</tr><tr><td>Other<br>
Workers</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2009/visa-bulletin-for-october-2008.html,2008-10-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment-<br>
 Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas Except<br>
 Those Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01APR04 </td>
<td>01APR03 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01JAN05</td>
<td>01OCT01</td>
<td>01JUL01</td>
<td>01JUL02</td>
<td>01JAN05</td>
</tr><tr><td>Other<br>
Workers</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
<td>01JAN03</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted<br>
Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2009/visa-bulletin-for-november-2008.html,2008-11-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment-Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas Except<br>
 Those Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01JUN04 </td>
<td>01JUN03</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01MAY05</td>
<td>01FEB02</td>
<td>01OCT01</td>
<td>01SEP02</td>
<td>01MAY05</td>
</tr><tr><td>Other<br>
Workers</td>
<td>15JAN03</td>
<td>15JAN03</td>
<td>15JAN03</td>
<td>15JAN03</td>
<td>15JAN03</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2009/visa-bulletin-for-december-2008.html,2008-12-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment-<br>
 Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas<br>
 Except<br>
 Those<br>
 Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01JUN04 </td>
<td>01JUN03</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01MAY05</td>
<td>01FEB02</td>
<td>01OCT01</td>
<td>01SEP02</td>
<td>01MAY05</td>
</tr><tr><td>Other<br>
Workers</td>
<td>15JAN03</td>
<td>15JAN03</td>
<td>15JAN03</td>
<td>15JAN03</td>
<td>15JAN03</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2009/visa-bulletin-for-january-2009.html,2009-01-01,"<table width=""100%"" cellspacing=""0"" cellpadding=""3"" border=""1"">
<tbody><tr><td width=""58""><b>Employment-Based</b></td>
<td width=""65""><p><b>All<br>
 Chargeability<br>
 Areas Except<br>
 Those Listed</b></p>
</td>
<td width=""64""><b>CHINA-<br>
 mainland born</b></td>
<td width=""64""><b>INDIA</b></td>
<td width=""66""><b>MEXICO</b></td>
<td width=""69""><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>08JUL04 </td>
<td>01JUL03 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01MAY05</td>
<td>01JUN02</td>
<td>15OCT01</td>
<td>15NOV02</td>
<td>01MAY05</td>
</tr><tr><td>Other<br>
Workers</td>
<td>15MAR03</td>
<td>15MAR03</td>
<td>15MAR03</td>
<td>15MAR03</td>
<td>15MAR03</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Targeted Employment Areas/<br>
Regional Centers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
